Entity,Code,Year,Coal Consumption - TWh
Finland,FIN,1973,29.031944
Finland,FIN,1974,29.585278
Finland,FIN,1975,26805
Finland,FIN,1976,36.12
Finland,FIN,1977,36.420834
Finland,FIN,1978,49.094166
Finland,FIN,1979,47.313057
Finland,FIN,1980,53.688057
Finland,FIN,1981,32.994167
Finland,FIN,1982,36.59639
Finland,FIN,1983,39.75083
Finland,FIN,1984,45.782776
Finland,FIN,1985,58.025833
Finland,FIN,1986,53.05528
Finland,FIN,1987,59.426945
Finland,FIN,1988,59.5
Finland,FIN,1989,58.20639
Finland,FIN,1990,61.2875
Finland,FIN,1991,61.211666
Finland,FIN,1992,55.71361
Finland,FIN,1993,63.68889
Finland,FIN,1994,77.55639
Finland,FIN,1995,68605
Finland,FIN,1996,81.74695
Finland,FIN,1997,77.428055
Finland,FIN,1998,63.538887
Finland,FIN,1999,61.565556
Finland,FIN,2000,58.32722
Finland,FIN,2001,70.48917
Finland,FIN,2002,76.59111
Finland,FIN,2003,95.5925
Finland,FIN,2004,85.87945
Finland,FIN,2005,55.168888
Finland,FIN,2006,86.15389
Finland,FIN,2007,81.35306
Finland,FIN,2008,62.04361
Finland,FIN,2009,62.489723
Finland,FIN,2010,78925
Finland,FIN,2011,64.1175
Finland,FIN,2012,52.501667
Finland,FIN,2013,58.04139
Finland,FIN,2014,52.024723
Finland,FIN,2015,44405
Finland,FIN,2016,50.921112
Finland,FIN,2017,46.645557
Finland,FIN,2018,48.88139
Finland,FIN,2019,41.046944
Finland,FIN,2020,31.521944
Finland,FIN,2021,32.88569
France,FRA,1965,481.13544
France,FRA,1966,445.8141
France,FRA,1967,440.04257
France,FRA,1968,423.16086
France,FRA,1969,423.60306
France,FRA,1970,403.1711
France,FRA,1971,369.43515
France,FRA,1972,328.61258
France,FRA,1973,325.04178
France,FRA,1974,329.00662
France,FRA,1975,288.44208
France,FRA,1976,339.1309
France,FRA,1977,326.62524
France,FRA,1978,340.7845
France,FRA,1979,370.0985
France,FRA,1980,362.36108
France,FRA,1981,330292
France,FRA,1982,337.7352
France,FRA,1983,305.6364
France,FRA,1984,292.2619
France,FRA,1985,283.6557
France,FRA,1986,234.4608
France,FRA,1987,213.4105
France,FRA,1988,208.4096
France,FRA,1989,226.9013
France,FRA,1990,220.8537
France,FRA,1991,235.0423
France,FRA,1992,207.2466
France,FRA,1993,169.3328
France,FRA,1994,166.5416
France,FRA,1995,170.4958
France,FRA,1996,181.6606
France,FRA,1997,159.0984
France,FRA,1998,189.2201
France,FRA,1999,169.4491
France,FRA,2000,164.76129
France,FRA,2001,144.1878
France,FRA,2002,148.6099
France,FRA,2003,157.97935
France,FRA,2004,150.38844
France,FRA,2005,156.18452
France,FRA,2006,144.3176
France,FRA,2007,149.40897
France,FRA,2008,140409
France,FRA,2009,125.028305
France,FRA,2010,133.87088
France,FRA,2011,113.60685
France,FRA,2012,128.70036
France,FRA,2013,134.49423
France,FRA,2014,100.44779
France,FRA,2015,99.874146
France,FRA,2016,97.52974
France,FRA,2017,106.459755
France,FRA,2018,95.25949
France,FRA,2019,74.432884
France,FRA,2020,53.783024
France,FRA,2021,64.64903
Germany,DEU,1965,1869.4766
Germany,DEU,1966,1745.3395
Germany,DEU,1967,1681.3044
Germany,DEU,1968,1705.4391
Germany,DEU,1969,1755.9604
Germany,DEU,1970,1733.9982
Germany,DEU,1971,1659.38
Germany,DEU,1972,1619.8613
Germany,DEU,1973,1625.1296
Germany,DEU,1974,1632.1193
Germany,DEU,1975,1478.5684
Germany,DEU,1976,1560839
Germany,DEU,1977,1499.0023
Germany,DEU,1978,1518.4825
Germany,DEU,1979,1606.7776
Germany,DEU,1980,1643761
Germany,DEU,1981,1671.3124
Germany,DEU,1982,1631.4796
Germany,DEU,1983,1690.9672
Germany,DEU,1984,1745.2443
Germany,DEU,1985,1735.9984
Germany,DEU,1986,1640.3766
Germany,DEU,1987,1633.6312
Germany,DEU,1988,1614.3951
Germany,DEU,1989,1640.0975
Germany,DEU,1990,1529.6908
Germany,DEU,1991,1343.5953
Germany,DEU,1992,1214.4979
Germany,DEU,1993,1145.7742
Germany,DEU,1994,1111.4515
Germany,DEU,1995,1053.9393
Germany,DEU,1996,1049.4019
Germany,DEU,1997,1016.81824
Germany,DEU,1998,992.5123
Germany,DEU,1999,955.58167
Germany,DEU,2000,992.0958
Germany,DEU,2001,994.93604
Germany,DEU,2002,997.1488
Germany,DEU,2003,1013.61993
Germany,DEU,2004,988.11
Germany,DEU,2005,945.38727
Germany,DEU,2006,983.3113
Germany,DEU,2007,1008.28674
Germany,DEU,2008,931.8082
Germany,DEU,2009,834.2924
Germany,DEU,2010,896.17224
Germany,DEU,2011,910.79114
Germany,DEU,2012,936.07416
Germany,DEU,2013,963.3986
Germany,DEU,2014,925895
Germany,DEU,2015,915.05585
Germany,DEU,2016,889935
Germany,DEU,2017,835.92975
Germany,DEU,2018,806.69
Germany,DEU,2019,624.2178
Germany,DEU,2020,501.69446
Germany,DEU,2021,587.6667
Greece,GRC,1965,24.50441
Greece,GRC,1966,24.45789
Greece,GRC,1967,23.3763
Greece,GRC,1968,26.4001
Greece,GRC,1969,25.55111
Greece,GRC,1970,29.40064
Greece,GRC,1971,43.33338
Greece,GRC,1972,46.2874
Greece,GRC,1973,54.44003
Greece,GRC,1974,57.3359
Greece,GRC,1975,75.08328
Greece,GRC,1976,88.72527
Greece,GRC,1977,94.36582
Greece,GRC,1978,83.91045
Greece,GRC,1979,46.06643
Greece,GRC,1980,46.06643
Greece,GRC,1981,45.60123
Greece,GRC,1982,46.29903
Greece,GRC,1983,56.77766
Greece,GRC,1984,60.62719
Greece,GRC,1985,70.30335
Greece,GRC,1986,67.09347
Greece,GRC,1987,76.59518
Greece,GRC,1988,85.96896
Greece,GRC,1989,92.42361
Greece,GRC,1990,93.7266
Greece,GRC,1991,90.17142
Greece,GRC,1992,94.088234
Greece,GRC,1993,94.04727
Greece,GRC,1994,94.24909
Greece,GRC,1995,93.93198
Greece,GRC,1996,91.37747
Greece,GRC,1997,98.41099
Greece,GRC,1998,102.95045
Greece,GRC,1999,99.02892
Greece,GRC,2000,104.94781
Greece,GRC,2001,108.47606
Greece,GRC,2002,104.36563
Greece,GRC,2003,104.92749
Greece,GRC,2004,107.55803
Greece,GRC,2005,106.0982
Greece,GRC,2006,97.70742
Greece,GRC,2007,103.01639
Greece,GRC,2008,96.96925
Greece,GRC,2009,98.008194
Greece,GRC,2010,91.505585
Greece,GRC,2011,91.849495
Greece,GRC,2012,94.6589
Greece,GRC,2013,81.26121
Greece,GRC,2014,78.09801
Greece,GRC,2015,65.4408
Greece,GRC,2016,50.692112
Greece,GRC,2017,2.1881845
Greece,GRC,2018,54.774902
Greece,GRC,2019,37.175343
Greece,GRC,2020,21.294855
Greece,GRC,2021,20.551165
High-income countries,,1965,10125586
High-income countries,,1966,10074846
High-income countries,,1967,9887057
High-income countries,,1968,10106723
High-income countries,,1969,10231.06
High-income countries,,1970,10071804
High-income countries,,1971,9547559
High-income countries,,1972,9469334
High-income countries,,1973,9852716
High-income countries,,1974,9762092
High-income countries,,1975,9575906
High-income countries,,1976,10112597
High-income countries,,1977,10238465
High-income countries,,1978,10165.82
High-income countries,,1979,10801543
High-income countries,,1980,11183773
High-income countries,,1981,11303271
High-income countries,,1982,11162881
High-income countries,,1983,11402771
High-income countries,,1984,11893645
High-income countries,,1985,12387566
High-income countries,,1986,12237791
High-income countries,,1987,12575211
High-income countries,,1988,12868479
High-income countries,,1989,12943051
High-income countries,,1990,12619902
High-income countries,,1991,12347988
High-income countries,,1992,12051517
High-income countries,,1993,12025876
High-income countries,,1994,11993173
High-income countries,,1995,12058037
High-income countries,,1996,12418465
High-income countries,,1997,12515437
High-income countries,,1998,12465.74
High-income countries,,1999,12372818
High-income countries,,2000,12920.08
High-income countries,,2001,12856591
High-income countries,,2002,12975757
High-income countries,,2003,13334959
High-income countries,,2004,13384172
High-income countries,,2005,13470649
High-income countries,,2006,13520854
High-income countries,,2007,13737426
High-income countries,,2008,13470088
High-income countries,,2009,12025982
High-income countries,,2010,12748365
High-income countries,,2011,12490505
High-income countries,,2012,11961137
High-income countries,,2013,12140871
High-income countries,,2014,11903.4
High-income countries,,2015,11136162
High-income countries,,2016,10467146
High-income countries,,2017,10313.7705
High-income countries,,2018,10001671
High-income countries,,2019,8839576
High-income countries,,2020,7560.8447
High-income countries,,2021,8211176
Hong Kong,HKG,1965,1.43049
Hong Kong,HKG,1966,1.23278
Hong Kong,HKG,1967,0.98855
Hong Kong,HKG,1968,0.70943
Hong Kong,HKG,1969,0.41868
Hong Kong,HKG,1970,0.24423
Hong Kong,HKG,1971,0.31401
Hong Kong,HKG,1972,0.15119
Hong Kong,HKG,1973,0.08141
Hong Kong,HKG,1974,0.08141
Hong Kong,HKG,1975,0.06978
Hong Kong,HKG,1976,0.09304
Hong Kong,HKG,1977,0.08141
Hong Kong,HKG,1978,0.05815
Hong Kong,HKG,1979,0.04652
Hong Kong,HKG,1980,0.02326
Hong Kong,HKG,1981,0.40705
Hong Kong,HKG,1982,10.40885
Hong Kong,HKG,1983,24.44626
Hong Kong,HKG,1984,31.91272
Hong Kong,HKG,1985,39.50711
Hong Kong,HKG,1986,45.71753
Hong Kong,HKG,1987,57.28938
Hong Kong,HKG,1988,66.27937
Hong Kong,HKG,1989,71.01278
Hong Kong,HKG,1990,63.87196
Hong Kong,HKG,1991,68.91938
Hong Kong,HKG,1992,73.05966
Hong Kong,HKG,1993,84.60825
Hong Kong,HKG,1994,60.44111
Hong Kong,HKG,1995,65.15126
Hong Kong,HKG,1996,48.41569
Hong Kong,HKG,1997,40.85619
Hong Kong,HKG,1998,50.78821
Hong Kong,HKG,1999,43.413612
Hong Kong,HKG,2000,50.449722
Hong Kong,HKG,2001,79.68833
Hong Kong,HKG,2002,61.98861
Hong Kong,HKG,2003,78.61528
Hong Kong,HKG,2004,73.40639
Hong Kong,HKG,2005,79.86222
Hong Kong,HKG,2006,79.73417
Hong Kong,HKG,2007,86.998055
Hong Kong,HKG,2008,79.721664
Hong Kong,HKG,2009,83.24778
Hong Kong,HKG,2010,72.42306
Hong Kong,HKG,2011,86.14694
Hong Kong,HKG,2012,84.79667
Hong Kong,HKG,2013,90.37639
Hong Kong,HKG,2014,94.72611
Hong Kong,HKG,2015,77.90111
Hong Kong,HKG,2016,77.89528
Hong Kong,HKG,2017,72.96778
Hong Kong,HKG,2018,74.94055
Hong Kong,HKG,2019,71.769165
Hong Kong,HKG,2020,38.230556
Hong Kong,HKG,2021,42465
Hungary,HUN,1965,126.8833
Hungary,HUN,1966,121.68469
Hungary,HUN,1967,105.56551
Hungary,HUN,1968,104.19317
Hungary,HUN,1969,105.75159
Hungary,HUN,1970,107.47283
Hungary,HUN,1971,104.03035
Hungary,HUN,1972,101.09959
Hungary,HUN,1973,101.62294
Hungary,HUN,1974,96.92442
Hungary,HUN,1975,92.3422
Hungary,HUN,1976,93.56335
Hungary,HUN,1977,95.16829
Hungary,HUN,1978,95.07525
Hungary,HUN,1979,95.80794
Hungary,HUN,1980,93.94714
Hungary,HUN,1981,94.40071
Hungary,HUN,1982,98.42469
Hungary,HUN,1983,92.52828
Hungary,HUN,1984,90.03946
Hungary,HUN,1985,88.43452
Hungary,HUN,1986,87.39945
Hungary,HUN,1987,87.35293
Hungary,HUN,1988,82.42181
Hungary,HUN,1989,73.82724
Hungary,HUN,1990,71.6092
Hungary,HUN,1991,66.68337
Hungary,HUN,1992,60.134975
Hungary,HUN,1993,54.169632
Hungary,HUN,1994,51.38704
Hungary,HUN,1995,50.54675
Hungary,HUN,1996,49.91668
Hungary,HUN,1997,47.68172
Hungary,HUN,1998,46.271748
Hungary,HUN,1999,48.17067
Hungary,HUN,2000,44.99306
Hungary,HUN,2001,42.749565
Hungary,HUN,2002,41.246876
Hungary,HUN,2003,42.21048
Hungary,HUN,2004,40.02382
Hungary,HUN,2005,35.593605
Hungary,HUN,2006,35.728943
Hungary,HUN,2007,36.334526
Hungary,HUN,2008,35.293922
Hungary,HUN,2009,29.717325
Hungary,HUN,2010,31.308727
Hungary,HUN,2011,31.54748
Hungary,HUN,2012,30.353474
Hungary,HUN,2013,26.576935
Hungary,HUN,2014,26.271076
Hungary,HUN,2015,27.226086
Hungary,HUN,2016,25.50651
Hungary,HUN,2017,26.14431
Hungary,HUN,2018,24.698467
Hungary,HUN,2019,21.386988
Hungary,HUN,2020,19.594992
Hungary,HUN,2021,16.83177
Iceland,ISL,1965,0.07602084
Iceland,ISL,1966,0.055976667
Iceland,ISL,1967,0.04302139
Iceland,ISL,1968,0.03397722
Iceland,ISL,1969,0.023944445
Iceland,ISL,1970,16
Iceland,ISL,1971,11
Iceland,ISL,1972,0.007944444
Iceland,ISL,1973,5
Iceland,ISL,1974,0.004027778
Iceland,ISL,1975,0.0027066667
Iceland,ISL,1976,0.0027533334
Iceland,ISL,1977,0.0025083334
Iceland,ISL,1978,0.0021233333
Iceland,ISL,1979,0.18333
Iceland,ISL,1980,0.24444
Iceland,ISL,1981,0.41554806
Iceland,ISL,1982,0.38756806
Iceland,ISL,1983,0.5539439
Iceland,ISL,1984,0.7655919
Iceland,ISL,1985,0.81852806
Iceland,ISL,1986,0.9219839
Iceland,ISL,1987,0.73538387
Iceland,ISL,1988,0.7415439
Iceland,ISL,1989,0.7921919
Iceland,ISL,1990,0.7556561
Iceland,ISL,1991,0.7795281
Iceland,ISL,1992,0.61407197
Iceland,ISL,1993,0.63432
Iceland,ISL,1994,0.62668806
Iceland,ISL,1995,0.7371681
Iceland,ISL,1996,0.73020804
Iceland,ISL,1997,0.757368
Iceland,ISL,1998,0.67990386
Iceland,ISL,1999,0.79519194
Iceland,ISL,2000,1.099672
Iceland,ISL,2001,1.192968
Iceland,ISL,2002,1.1883334
Iceland,ISL,2003,1.1666666
Iceland,ISL,2004,1.2222222
Iceland,ISL,2005,1.1666666
Iceland,ISL,2006,1.1944444
Iceland,ISL,2007,1.2777778
Iceland,ISL,2008,1.1111112
Iceland,ISL,2009,1.0277778
Iceland,ISL,2010,1.0833334
Iceland,ISL,2011,1.0833334
Iceland,ISL,2012,1.1083333
Iceland,ISL,2013,1275
Iceland,ISL,2014,1.0444444
Iceland,ISL,2015,1.1555556
Iceland,ISL,2016,1.3444444
Iceland,ISL,2017,1.3333334
Iceland,ISL,2018,1.3333334
Iceland,ISL,2019,1.3055556
Iceland,ISL,2020,0
Iceland,ISL,2021,0
India,IND,1965,413.40735
India,IND,1966,412.41537
India,IND,1967,419.28525
India,IND,1968,433.8247
India,IND,1969,460.84122
India,IND,1970,436.80887
India,IND,1971,442.8722
India,IND,1972,467.68307
India,IND,1973,461.4494
India,IND,1974,520.8561
India,IND,1975,559.9062
India,IND,1976,583.03485
India,IND,1977,610.3462
India,IND,1978,590.6641
India,IND,1979,627.49286
India,IND,1980,659565
India,IND,1981,742.1424
India,IND,1982,733.90405
India,IND,1983,779.04803
India,IND,1984,818.31085
India,IND,1985,857.3971
India,IND,1986,921.24005
India,IND,1987,1011.6298
India,IND,1988,1085.5574
India,IND,1989,1179.9412
India,IND,1990,1276.0251
India,IND,1991,1357.8777
India,IND,1992,1438.2566
India,IND,1993,1489.6254
India,IND,1994,1537.2871
India,IND,1995,1631.6134
India,IND,1996,1678.4825
India,IND,1997,1755.3627
India,IND,1998,1813659
India,IND,1999,1796674
India,IND,2000,1911.1663
India,IND,2001,1926.9531
India,IND,2002,2012.7899
India,IND,2003,2107.9836
India,IND,2004,2243.5286
India,IND,2005,2456.1133
India,IND,2006,2549.8645
India,IND,2007,2790.2727
India,IND,2008,3020762
India,IND,2009,3284.9893
India,IND,2010,3373035
India,IND,2011,3543.4404
India,IND,2012,3893.3386
India,IND,2013,4131127
India,IND,2014,4543.9326
India,IND,2015,4598245
India,IND,2016,4688.1104
India,IND,2017,4844.0034
India,IND,2018,5160.4497
India,IND,2019,5163.8403
India,IND,2020,4833.6235
India,IND,2021,5580.1514
Indonesia,IDN,1965,1.50027
Indonesia,IDN,1966,1.83754
Indonesia,IDN,1967,1.29093
Indonesia,IDN,1968,0.96529
Indonesia,IDN,1969,1163
Indonesia,IDN,1970,1.01181
Indonesia,IDN,1971,1163
Indonesia,IDN,1972,1163
Indonesia,IDN,1973,0.77921
Indonesia,IDN,1974,0.84899
Indonesia,IDN,1975,1.08159
Indonesia,IDN,1976,1.08159
Indonesia,IDN,1977,1163
Indonesia,IDN,1978,1.54679
Indonesia,IDN,1979,2326
Indonesia,IDN,1980,2.94239
Indonesia,IDN,1981,3.1401
Indonesia,IDN,1982,2.96565
Indonesia,IDN,1983,2.96565
Indonesia,IDN,1984,3.10521
Indonesia,IDN,1985,10467
Indonesia,IDN,1986,16.81698
Indonesia,IDN,1987,26.36521
Indonesia,IDN,1988,27.53984
Indonesia,IDN,1989,41.33302
Indonesia,IDN,1990,39.787926
Indonesia,IDN,1991,40.266277
Indonesia,IDN,1992,49.150906
Indonesia,IDN,1993,57.296738
Indonesia,IDN,1994,57.316826
Indonesia,IDN,1995,63.07747
Indonesia,IDN,1996,75.1889
Indonesia,IDN,1997,92.728874
Indonesia,IDN,1998,99.51191
Indonesia,IDN,1999,136964
Indonesia,IDN,2000,153.06941
Indonesia,IDN,2001,194.33177
Indonesia,IDN,2002,200.45581
Indonesia,IDN,2003,269.08673
Indonesia,IDN,2004,247.2158
Indonesia,IDN,2005,283.31662
Indonesia,IDN,2006,335.69214
Indonesia,IDN,2007,421.16476
Indonesia,IDN,2008,366.37463
Indonesia,IDN,2009,385708
Indonesia,IDN,2010,460.28745
Indonesia,IDN,2011,545.09424
Indonesia,IDN,2012,562.8059
Indonesia,IDN,2013,493.7912
Indonesia,IDN,2014,521.95105
Indonesia,IDN,2015,594.8111
Indonesia,IDN,2016,620.40784
Indonesia,IDN,2017,664.80585
Indonesia,IDN,2018,788.4763
Indonesia,IDN,2019,948.37915
Indonesia,IDN,2020,903.62787
Indonesia,IDN,2021,911.5532
Iran,IRN,1965,2.45393
Iran,IRN,1966,2.69816
Iran,IRN,1967,2.97728
Iran,IRN,1968,3.27966
Iran,IRN,1969,3.61693
Iran,IRN,1970,3.98909
Iran,IRN,1971,2.810413
Iran,IRN,1972,4.391081
Iran,IRN,1973,7.3832474
Iran,IRN,1974,8.086142
Iran,IRN,1975,14.979475
Iran,IRN,1976,14.805025
Iran,IRN,1977,14.977358
Iran,IRN,1978,9.15167
Iran,IRN,1979,13.209831
Iran,IRN,1980,13.911492
Iran,IRN,1981,11.616998
Iran,IRN,1982,15.668669
Iran,IRN,1983,14.783498
Iran,IRN,1984,11.429499
Iran,IRN,1985,11.244663
Iran,IRN,1986,11.074993
Iran,IRN,1987,10.89417
Iran,IRN,1988,11242
Iran,IRN,1989,8.259161
Iran,IRN,1990,8.261173
Iran,IRN,1991,11.791994
Iran,IRN,1992,10.385509
Iran,IRN,1993,12.766507
Iran,IRN,1994,12.817842
Iran,IRN,1995,12.004998
Iran,IRN,1996,12.55833
Iran,IRN,1997,12.872003
Iran,IRN,1998,14.989162
Iran,IRN,1999,14.264881
Iran,IRN,2000,15.159658
Iran,IRN,2001,14862
Iran,IRN,2002,14.081557
Iran,IRN,2003,15.257164
Iran,IRN,2004,15.971223
Iran,IRN,2005,18.10277
Iran,IRN,2006,17.473772
Iran,IRN,2007,18.215395
Iran,IRN,2008,13.639932
Iran,IRN,2009,15.78904
Iran,IRN,2010,14.953168
Iran,IRN,2011,16.599337
Iran,IRN,2012,13.067666
Iran,IRN,2013,16.685946
Iran,IRN,2014,19.011038
Iran,IRN,2015,18.15151
Iran,IRN,2016,17.590956
Iran,IRN,2017,19.174835
Iran,IRN,2018,20.36971
Iran,IRN,2019,20.550383
Iran,IRN,2020,20.606686
Iran,IRN,2021,20.550383
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0
Iraq,IRQ,1974,0
Iraq,IRQ,1975,0
Iraq,IRQ,1976,0
Iraq,IRQ,1977,0
Iraq,IRQ,1978,0
Iraq,IRQ,1979,0
Iraq,IRQ,1980,0
Iraq,IRQ,1981,0
Iraq,IRQ,1982,0
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0
Iraq,IRQ,1985,0
Iraq,IRQ,1986,0
Iraq,IRQ,1987,0
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,0
Iraq,IRQ,2014,0
Iraq,IRQ,2015,0
Iraq,IRQ,2016,0
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Iraq,IRQ,2020,0
Ireland,IRL,1965,36.35538
Ireland,IRL,1966,41.41443
Ireland,IRL,1967,44.10096
Ireland,IRL,1968,53.85853
Ireland,IRL,1969,51.27667
Ireland,IRL,1970,25.0045
Ireland,IRL,1971,23.86476
Ireland,IRL,1972,22.2133
Ireland,IRL,1973,21.66669
Ireland,IRL,1974,23.36467
Ireland,IRL,1975,19.78263
Ireland,IRL,1976,20.34087
Ireland,IRL,1977,21.30616
Ireland,IRL,1978,20.15479
Ireland,IRL,1979,23.12044
Ireland,IRL,1980,21.91092
Ireland,IRL,1981,22.93436
Ireland,IRL,1982,24.26018
Ireland,IRL,1983,26.31869
Ireland,IRL,1984,25.22547
Ireland,IRL,1985,28.98196
Ireland,IRL,1986,31.85457
Ireland,IRL,1987,40.92597
Ireland,IRL,1988,41.67029
Ireland,IRL,1989,41.7517
Ireland,IRL,1990,40.261528
Ireland,IRL,1991,38.62199
Ireland,IRL,1992,36.78681
Ireland,IRL,1993,35.746235
Ireland,IRL,1994,34.203613
Ireland,IRL,1995,34.437813
Ireland,IRL,1996,34.62536
Ireland,IRL,1997,32.988663
Ireland,IRL,1998,33.207924
Ireland,IRL,1999,28.569187
Ireland,IRL,2000,30.419254
Ireland,IRL,2001,31.861221
Ireland,IRL,2002,30.630024
Ireland,IRL,2003,29.650684
Ireland,IRL,2004,27.702469
Ireland,IRL,2005,30.78461
Ireland,IRL,2006,27.77244
Ireland,IRL,2007,27.12116
Ireland,IRL,2008,26.53966
Ireland,IRL,2009,23.20185
Ireland,IRL,2010,23.09718
Ireland,IRL,2011,22.66687
Ireland,IRL,2012,26.29543
Ireland,IRL,2013,23.79498
Ireland,IRL,2014,23.38793
Ireland,IRL,2015,25.5054
Ireland,IRL,2016,24.50441
Ireland,IRL,2017,20.864481
Ireland,IRL,2018,16.40505
Ireland,IRL,2019,11.740788
Ireland,IRL,2020,8.687484
Ireland,IRL,2021,14.548379
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0.01163
Israel,ISR,1981,0.01163
Israel,ISR,1982,6.45465
Israel,ISR,1983,12.16498
Israel,ISR,1984,19.68959
Israel,ISR,1985,21.48061
Israel,ISR,1986,23.85313
Israel,ISR,1987,25.39992
Israel,ISR,1988,24.34159
Israel,ISR,1989,26.29543
Israel,ISR,1990,27.565228
Israel,ISR,1991,29.848465
Israel,ISR,1992,36.737354
Israel,ISR,1993,41.50656
Israel,ISR,1994,43.992268
Israel,ISR,1995,48.019012
Israel,ISR,1996,58.213406
Israel,ISR,1997,63.302197
Israel,ISR,1998,67.9536
Israel,ISR,1999,66.74112
Israel,ISR,2000,72.74457
Israel,ISR,2001,83.96879
Israel,ISR,2002,88.76048
Israel,ISR,2003,91.98803
Israel,ISR,2004,92.87359
Israel,ISR,2005,92.33706
Israel,ISR,2006,91.287125
Israel,ISR,2007,93.359634
Israel,ISR,2008,91.8698
Israel,ISR,2009,89.96574
Israel,ISR,2010,89.91976
Israel,ISR,2011,92.251945
Israel,ISR,2012,102.46896
Israel,ISR,2013,82.44158
Israel,ISR,2014,76.61223
Israel,ISR,2015,75.02718
Israel,ISR,2016,64.12097
Israel,ISR,2017,58.192837
Israel,ISR,2018,54.78136
Israel,ISR,2019,57.898838
Israel,ISR,2020,50.470398
Israel,ISR,2021,45.141674
Italy,ITA,1965,100.32038
Italy,ITA,1966,104.34436
Italy,ITA,1967,114.34616
Italy,ITA,1968,110.74086
Italy,ITA,1969,113.67162
Italy,ITA,1970,114.7881
Italy,ITA,1971,110.89205
Italy,ITA,1972,103.19299
Italy,ITA,1973,104.70489
Italy,ITA,1974,114.02052
Italy,ITA,1975,114.3229
Italy,ITA,1976,113.35761
Italy,ITA,1977,111.47355
Italy,ITA,1978,113.3925
Italy,ITA,1979,124441
Italy,ITA,1980,146.00302
Italy,ITA,1981,149.63158
Italy,ITA,1982,167.29755
Italy,ITA,1983,156.58632
Italy,ITA,1984,177.5901
Italy,ITA,1985,175.33388
Italy,ITA,1986,172.34497
Italy,ITA,1987,171.0773
Italy,ITA,1988,160.35445
Italy,ITA,1989,167.30917
Italy,ITA,1990,170.25906
Italy,ITA,1991,161.72418
Italy,ITA,1992,141.86089
Italy,ITA,1993,124.069534
Italy,ITA,1994,131.00255
Italy,ITA,1995,140.90717
Italy,ITA,1996,129.6575
Italy,ITA,1997,131.55106
Italy,ITA,1998,136.56216
Italy,ITA,1999,136.37933
Italy,ITA,2000,145.58014
Italy,ITA,2001,154.69652
Italy,ITA,2002,159.67827
Italy,ITA,2003,172.29904
Italy,ITA,2004,193.01273
Italy,ITA,2005,191.53352
Italy,ITA,2006,193.91124
Italy,ITA,2007,189.84833
Italy,ITA,2008,183.70091
Italy,ITA,2009,143.82344
Italy,ITA,2010,159.02751
Italy,ITA,2011,178.26997
Italy,ITA,2012,182.7333
Italy,ITA,2013,157.40312
Italy,ITA,2014,153.44742
Italy,ITA,2015,143.39546
Italy,ITA,2016,127.73232
Italy,ITA,2017,111.903915
Italy,ITA,2018,102.56717
Italy,ITA,2019,77.53442
Italy,ITA,2020,59.25284
Italy,ITA,2021,63.855354
Japan,JPN,1965,566.5229
Japan,JPN,1966,603.7728
Japan,JPN,1967,663.1947
Japan,JPN,1968,682455
Japan,JPN,1969,728.9827
Japan,JPN,1970,702.30524
Japan,JPN,1971,637666
Japan,JPN,1972,623.12146
Japan,JPN,1973,658.8215
Japan,JPN,1974,698.3457
Japan,JPN,1975,653.26324
Japan,JPN,1976,638.7905
Japan,JPN,1977,602.65674
Japan,JPN,1978,545.7324
Japan,JPN,1979,582.81433
Japan,JPN,1980,677.0604
Japan,JPN,1981,759.07
Japan,JPN,1982,723.9474
Japan,JPN,1983,713.5824
Japan,JPN,1984,797.98047
Japan,JPN,1985,832.82654
Japan,JPN,1986,793.0756
Japan,JPN,1987,809.3265
Japan,JPN,1988,874.77185
Japan,JPN,1989,876.16406
Japan,JPN,1990,907.68976
Japan,JPN,1991,900.4808
