Entity,Code,Year,Gas Consumption - TWh
Finland,FIN,2020,20.718334
Finland,FIN,2021,20.42361
France,FRA,1965,50.046997
France,FRA,1966,52.7965
France,FRA,1967,60.339256
France,FRA,1968,72.156494
France,FRA,1969,83.850494
France,FRA,1970,95.52925
France,FRA,1971,113.2255
France,FRA,1972,133.88774
France,FRA,1973,157.0365
France,FRA,1974,163.95926
France,FRA,1975,182.87001
France,FRA,1976,196.45325
France,FRA,1977,205.08525
France,FRA,1978,218.7795
France,FRA,1979,242376
France,FRA,1980,251.71976
France,FRA,1981,255717
France,FRA,1982,245.77225
France,FRA,1983,261.8025
France,FRA,1984,266992
France,FRA,1985,285.7915
France,FRA,1986,287.41525
France,FRA,1987,290816
France,FRA,1988,289.36124
France,FRA,1989,283.14774
France,FRA,1990,302.7535
France,FRA,1991,331.66626
France,FRA,1992,330.99
France,FRA,1993,338.51474
France,FRA,1994,323.15024
France,FRA,1995,343.97824
France,FRA,1996,380.1465
France,FRA,1997,364.46924
France,FRA,1998,388.59476
France,FRA,1999,396.2115
France,FRA,2000,415.9635
France,FRA,2001,436684
France,FRA,2002,435.94275
France,FRA,2003,457.26825
France,FRA,2004,466.92526
France,FRA,2005,477.12576
France,FRA,2006,460.8055
France,FRA,2007,447.60925
France,FRA,2008,463.8645
France,FRA,2009,447.31076
France,FRA,2010,495.6445
France,FRA,2011,430.19034
France,FRA,2012,444.44296
France,FRA,2013,451.43155
France,FRA,2014,379.0835
France,FRA,2015,407.51764
France,FRA,2016,445.2994
France,FRA,2017,447.65698
France,FRA,2018,428.38385
France,FRA,2019,436.62042
France,FRA,2020,405.8284
France,FRA,2021,430.41394
Germany,DEU,1965,30.975674
Germany,DEU,1966,37.229923
Germany,DEU,1967,47.988647
Germany,DEU,1968,78.86974
Germany,DEU,1969,112.316376
Germany,DEU,1970,159.73753
Germany,DEU,1971,211.02473
Germany,DEU,1972,273.22437
Germany,DEU,1973,352.33057
Germany,DEU,1974,440.76492
Germany,DEU,1975,465.1435
Germany,DEU,1976,492.28857
Germany,DEU,1977,522.7913
Germany,DEU,1978,560.4232
Germany,DEU,1979,619478
Germany,DEU,1980,610.7291
Germany,DEU,1981,583.9387
Germany,DEU,1982,541.86145
Germany,DEU,1983,563.34344
Germany,DEU,1984,588.30133
Germany,DEU,1985,581.4914
Germany,DEU,1986,579.8008
Germany,DEU,1987,628617
Germany,DEU,1988,618.8514
Germany,DEU,1989,633358
Germany,DEU,1990,636.88336
Germany,DEU,1991,669.19275
Germany,DEU,1992,661.62695
Germany,DEU,1993,700.11334
Germany,DEU,1994,712.92725
Germany,DEU,1995,777.3736
Germany,DEU,1996,869.91
Germany,DEU,1997,831.0336
Germany,DEU,1998,838.65027
Germany,DEU,1999,836.19086
Germany,DEU,2000,829.24585
Germany,DEU,2001,874.48193
Germany,DEU,2002,873.1278
Germany,DEU,2003,883.7197
Germany,DEU,2004,888.2106
Germany,DEU,2005,902.8105
Germany,DEU,2006,920069
Germany,DEU,2007,886.36194
Germany,DEU,2008,895.0063
Germany,DEU,2009,844.3012
Germany,DEU,2010,880.7125
Germany,DEU,2011,808.60724
Germany,DEU,2012,811.1006
Germany,DEU,2013,849.74335
Germany,DEU,2014,738.95026
Germany,DEU,2015,769.53613
Germany,DEU,2016,848.8475
Germany,DEU,2017,877.3847
Germany,DEU,2018,858.5072
Germany,DEU,2019,892.83026
Germany,DEU,2020,871125
Germany,DEU,2021,905.3031
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0.8435
Greece,GRC,1983,804
Greece,GRC,1984,0.8845
Greece,GRC,1985,0.83125
Greece,GRC,1986,1.13875
Greece,GRC,1987,1.3
Greece,GRC,1988,1.55925
Greece,GRC,1989,1.5725
Greece,GRC,1990,1.6065
Greece,GRC,1991,1587
Greece,GRC,1992,1.4665
Greece,GRC,1993,1.0815
Greece,GRC,1994,0.55325
Greece,GRC,1995,0.51025
Greece,GRC,1996,0.57325
Greece,GRC,1997,1.98875
Greece,GRC,1998,8.145165
Greece,GRC,1999,14.603706
Greece,GRC,2000,19.601875
Greece,GRC,2001,19.344769
Greece,GRC,2002,20.80514
Greece,GRC,2003,23.520195
Greece,GRC,2004,25.85473
Greece,GRC,2005,26.0325
Greece,GRC,2006,30693
Greece,GRC,2007,38.867813
Greece,GRC,2008,40.526802
Greece,GRC,2009,34.031445
Greece,GRC,2010,37.29561
Greece,GRC,2011,45.98988
Greece,GRC,2012,42.268177
Greece,GRC,2013,37.306927
Greece,GRC,2014,28.44269
Greece,GRC,2015,30.71388
Greece,GRC,2016,39978
Greece,GRC,2017,48213
Greece,GRC,2018,47.2059
Greece,GRC,2019,51.8247
Greece,GRC,2020,63.4266
Greece,GRC,2021,69.8031
High-income countries,,1965,4673.5674
High-income countries,,1966,5065582
High-income countries,,1967,5409.4263
High-income countries,,1968,5928291
High-income countries,,1969,6529.7217
High-income countries,,1970,7092.98
High-income countries,,1971,7548.8994
High-income countries,,1972,7961545
High-income countries,,1973,8184963
High-income countries,,1974,8248337
High-income countries,,1975,7946763
High-income countries,,1976,8255515
High-income countries,,1977,8336486
High-income countries,,1978,8535369
High-income countries,,1979,8977485
High-income countries,,1980,8904518
High-income countries,,1981,8755588
High-income countries,,1982,8369006
High-income countries,,1983,8183.7954
High-income countries,,1984,8873.85
High-income countries,,1985,8958.61
High-income countries,,1986,8814.55
High-income countries,,1987,9308183
High-income countries,,1988,9648607
High-income countries,,1989,10156543
High-income countries,,1990,10363501
High-income countries,,1991,10740068
High-income countries,,1992,11035203
High-income countries,,1993,11461912
High-income countries,,1994,11777.49
High-income countries,,1995,12419.8125
High-income countries,,1996,13043328
High-income countries,,1997,13208307
High-income countries,,1998,13305645
High-income countries,,1999,13662503
High-income countries,,2000,14216215
High-income countries,,2001,14171579
High-income countries,,2002,14520241
High-income countries,,2003,14735639
High-income countries,,2004,15068102
High-income countries,,2005,15256287
High-income countries,,2006,15302076
High-income countries,,2007,15879732
High-income countries,,2008,16274.0625
High-income countries,,2009,15747638
High-income countries,,2010,16917959
High-income countries,,2011,16895957
High-income countries,,2012,17383902
High-income countries,,2013,17718455
High-income countries,,2014,17466129
High-income countries,,2015,17998361
High-income countries,,2016,18346168
High-income countries,,2017,18555.32
High-income countries,,2018,19442418
High-income countries,,2019,19902828
High-income countries,,2020,19457434
High-income countries,,2021,19818713
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0.3039472
Hong Kong,HKG,1996,19.26868
Hong Kong,HKG,1997,30.086596
Hong Kong,HKG,1998,28.225657
Hong Kong,HKG,1999,31.124638
Hong Kong,HKG,2000,28.136944
Hong Kong,HKG,2001,28.3967
Hong Kong,HKG,2002,26.977535
Hong Kong,HKG,2003,17.347586
Hong Kong,HKG,2004,25.06098
Hong Kong,HKG,2005,25.118761
Hong Kong,HKG,2006,27.556843
Hong Kong,HKG,2007,25.744291
Hong Kong,HKG,2008,29.780863
Hong Kong,HKG,2009,28.922625
Hong Kong,HKG,2010,35.94313
Hong Kong,HKG,2011,28.625381
Hong Kong,HKG,2012,26.359236
Hong Kong,HKG,2013,24.833277
Hong Kong,HKG,2014,23.870398
Hong Kong,HKG,2015,30.456371
Hong Kong,HKG,2016,31.265652
Hong Kong,HKG,2017,31.161383
Hong Kong,HKG,2018,30.1735
Hong Kong,HKG,2019,31.161623
Hong Kong,HKG,2020,49.44259
Hong Kong,HKG,2021,48.25467
Hungary,HUN,1965,13.59725
Hungary,HUN,1966,16.85625
Hungary,HUN,1967,21.63475
Hungary,HUN,1968,27229
Hungary,HUN,1969,32416
Hungary,HUN,1970,36353
Hungary,HUN,1971,37.8555
Hungary,HUN,1972,40.85975
Hungary,HUN,1973,48.52025
Hungary,HUN,1974,51.6755
Hungary,HUN,1975,57.40325
Hungary,HUN,1976,68.92725
Hungary,HUN,1977,74.27975
Hungary,HUN,1978,81.34125
Hungary,HUN,1979,85.92225
Hungary,HUN,1980,92.71975
Hungary,HUN,1981,94841
Hungary,HUN,1982,99.04875
Hungary,HUN,1983,98.74575
Hungary,HUN,1984,100.5655
Hungary,HUN,1985,102.6675
Hungary,HUN,1986,108.90225
Hungary,HUN,1987,108.11625
Hungary,HUN,1988,106.93825
Hungary,HUN,1989,108948
Hungary,HUN,1990,103.65889
Hungary,HUN,1991,102.789444
Hungary,HUN,1992,90.36
Hungary,HUN,1993,97.23778
Hungary,HUN,1994,98.19611
Hungary,HUN,1995,106.70389
Hungary,HUN,1996,119.06167
Hungary,HUN,1997,112.91389
Hungary,HUN,1998,113.69833
Hungary,HUN,1999,115.19583
Hungary,HUN,2000,112.30805
Hungary,HUN,2001,124.56472
Hungary,HUN,2002,125.72667
Hungary,HUN,2003,138.23473
Hungary,HUN,2004,136.21333
Hungary,HUN,2005,140.6525
Hungary,HUN,2006,133.24222
Hungary,HUN,2007,124.49722
Hungary,HUN,2008,122.8225
Hungary,HUN,2009,106.436386
Hungary,HUN,2010,114.15417
Hungary,HUN,2011,109.13528
Hungary,HUN,2012,97.39972
Hungary,HUN,2013,90.80139
Hungary,HUN,2014,81.19611
Hungary,HUN,2015,87.10667
Hungary,HUN,2016,93.36222
Hungary,HUN,2017,99.34139
Hungary,HUN,2018,96.22417
Hungary,HUN,2019,98.44
Hungary,HUN,2020,101.929726
Hungary,HUN,2021,107.86584
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0
Iceland,ISL,2012,0
Iceland,ISL,2013,0
Iceland,ISL,2014,0
Iceland,ISL,2015,0
Iceland,ISL,2016,0
Iceland,ISL,2017,0
Iceland,ISL,2018,0
Iceland,ISL,2019,0
Iceland,ISL,2020,0
India,IND,1965,2.37252
India,IND,1966,2.66327
India,IND,1967,3.55878
India,IND,1968,3.9542
India,IND,1969,4.74504
India,IND,1970,6.328466
India,IND,1971,6.7062187
India,IND,1972,7.3559065
India,IND,1973,7.3366566
India,IND,1974,8.303968
India,IND,1975,10.630813
India,IND,1976,12.914344
India,IND,1977,13.792625
India,IND,1978,15.404813
India,IND,1979,19.158562
India,IND,1980,11.331032
India,IND,1981,19.781782
India,IND,1982,25.934563
India,IND,1983,30.85775
India,IND,1984,35.340595
India,IND,1985,43.228283
India,IND,1986,60.400246
India,IND,1987,69.57701
India,IND,1988,81.50488
India,IND,1989,96.904594
India,IND,1990,115.92735
India,IND,1991,129.10802
India,IND,1992,144.3469
India,IND,1993,146.67085
India,IND,1994,158.56918
India,IND,1995,180.77829
India,IND,1996,197.31721
India,IND,1997,214.52634
India,IND,1998,235.42876
India,IND,1999,241.23369
India,IND,2000,253.62694
India,IND,2001,254.27748
India,IND,2002,265.54413
India,IND,2003,284.26898
India,IND,2004,306.69138
India,IND,2005,343.25638
India,IND,2006,358.77188
India,IND,2007,388.1026
India,IND,2008,399.87665
India,IND,2009,491.08084
India,IND,2010,589.6162
India,IND,2011,602.85876
India,IND,2012,556.9909
India,IND,2013,490.19302
India,IND,2014,485.01566
India,IND,2015,478.0684
India,IND,2016,507.90982
India,IND,2017,535.9986
India,IND,2018,579.9628
India,IND,2019,592.4984
India,IND,2020,604.69946
India,IND,2021,621.67847
Indonesia,IDN,1965,5075
Indonesia,IDN,1966,5.1765
Indonesia,IDN,1967,6.32345
Indonesia,IDN,1968,6.42495
Indonesia,IDN,1969,12.10895
Indonesia,IDN,1970,12.57585
Indonesia,IDN,1971,12.71795
Indonesia,IDN,1972,12.47435
Indonesia,IDN,1973,8.12
Indonesia,IDN,1974,11.43905
Indonesia,IDN,1975,23.6495
Indonesia,IDN,1976,23.8525
Indonesia,IDN,1977,50.75
Indonesia,IDN,1978,58667
Indonesia,IDN,1979,75719
Indonesia,IDN,1980,71.3545
Indonesia,IDN,1981,71253
Indonesia,IDN,1982,67.7005
Indonesia,IDN,1983,90.8425
Indonesia,IDN,1984,106.0675
Indonesia,IDN,1985,125454
Indonesia,IDN,1986,135.2995
Indonesia,IDN,1987,139.9685
Indonesia,IDN,1988,148596
Indonesia,IDN,1989,166.3585
Indonesia,IDN,1990,171.73029
Indonesia,IDN,1991,197.6868
Indonesia,IDN,1992,215.5959
Indonesia,IDN,1993,228.6911
Indonesia,IDN,1994,270.83145
Indonesia,IDN,1995,285.5844
Indonesia,IDN,1996,297.30524
Indonesia,IDN,1997,310.11414
Indonesia,IDN,1998,298.9895
Indonesia,IDN,1999,324.91727
Indonesia,IDN,2000,330.0515
Indonesia,IDN,2001,341.3459
Indonesia,IDN,2002,371.0345
Indonesia,IDN,2003,395.58176
Indonesia,IDN,2004,362.02185
Indonesia,IDN,2005,363.93564
Indonesia,IDN,2006,371.11362
Indonesia,IDN,2007,346.4204
Indonesia,IDN,2008,396.94687
Indonesia,IDN,2009,421.00806
Indonesia,IDN,2010,440.47586
Indonesia,IDN,2011,427.34302
Indonesia,IDN,2012,429.7121
Indonesia,IDN,2013,445.05484
Indonesia,IDN,2014,440.41812
Indonesia,IDN,2015,457.5555
Indonesia,IDN,2016,446.30768
Indonesia,IDN,2017,432.15338
Indonesia,IDN,2018,445.28586
Indonesia,IDN,2019,439.9881
Indonesia,IDN,2020,375.17645
Indonesia,IDN,2021,370.80698
Iran,IRN,1965,7.8132787
Iran,IRN,1966,8.191687
Iran,IRN,1967,8.587943
Iran,IRN,1968,9.173319
Iran,IRN,1969,10.763926
Iran,IRN,1970,25.524555
Iran,IRN,1971,29.543463
Iran,IRN,1972,33.817947
Iran,IRN,1973,41.077072
Iran,IRN,1974,41.765083
Iran,IRN,1975,42.60883
Iran,IRN,1976,47.995686
Iran,IRN,1977,49.080727
Iran,IRN,1978,38.00843
Iran,IRN,1979,50.9207
Iran,IRN,1980,45.354042
Iran,IRN,1981,49.280407
Iran,IRN,1982,67.49103
Iran,IRN,1983,77.13311
Iran,IRN,1984,89.78872
Iran,IRN,1985,96.86438
Iran,IRN,1986,93.05475
Iran,IRN,1987,113.91767
Iran,IRN,1988,123.674675
Iran,IRN,1989,156.16835
Iran,IRN,1990,227.9851
Iran,IRN,1991,265.3104
Iran,IRN,1992,305.18286
Iran,IRN,1993,165.13165
Iran,IRN,1994,261.05283
Iran,IRN,1995,318.67996
Iran,IRN,1996,374.79385
Iran,IRN,1997,397.52353
Iran,IRN,1998,462.31348
Iran,IRN,1999,549.7264
Iran,IRN,2000,594.4088
Iran,IRN,2001,665327
Iran,IRN,2002,782.20325
Iran,IRN,2003,802.7674
Iran,IRN,2004,932.5602
Iran,IRN,2005,970.46906
Iran,IRN,2006,1057.84
Iran,IRN,2007,1185.5222
Iran,IRN,2008,1257.8672
Iran,IRN,2009,1347.9441
Iran,IRN,2010,1443894
Iran,IRN,2011,1531.9261
Iran,IRN,2012,1525.4553
Iran,IRN,2013,1538345
Iran,IRN,2014,1734.0094
Iran,IRN,2015,1840.1948
Iran,IRN,2016,1963.1904
Iran,IRN,2017,2050.0398
Iran,IRN,2018,2126.4338
Iran,IRN,2019,2183.8955
Iran,IRN,2020,2342.9705
Iran,IRN,2021,2411.1885
Iraq,IRQ,1965,4731
Iraq,IRQ,1966,5.7665
Iraq,IRQ,1967,4598
Iraq,IRQ,1968,4.6075
Iraq,IRQ,1969,7239
Iraq,IRQ,1970,7.41
Iraq,IRQ,1971,8.7875
Iraq,IRQ,1972,8.8825
Iraq,IRQ,1973,8645
Iraq,IRQ,1974,7942
Iraq,IRQ,1975,12.3025
Iraq,IRQ,1976,17.1475
Iraq,IRQ,1977,11191
Iraq,IRQ,1978,11.5995
Iraq,IRQ,1979,16.6345
Iraq,IRQ,1980,12.1695
Iraq,IRQ,1981,5.89
Iraq,IRQ,1982,6.46
Iraq,IRQ,1983,4465
Iraq,IRQ,1984,5605
Iraq,IRQ,1985,8075
Iraq,IRQ,1986,14725
Iraq,IRQ,1987,35625
Iraq,IRQ,1988,53.2
Iraq,IRQ,1989,61275
Iraq,IRQ,1990,37.81
Iraq,IRQ,1991,16.53
Iraq,IRQ,1992,21565
Iraq,IRQ,1993,24225
Iraq,IRQ,1994,30115
Iraq,IRQ,1995,30115
Iraq,IRQ,1996,30.78
Iraq,IRQ,1997,28975
Iraq,IRQ,1998,28025
Iraq,IRQ,1999,30.21
Iraq,IRQ,2000,29925
Iraq,IRQ,2001,26.22
Iraq,IRQ,2002,22.42
Iraq,IRQ,2003,14.82
Iraq,IRQ,2004,9.5
Iraq,IRQ,2005,13775
Iraq,IRQ,2006,13775
Iraq,IRQ,2007,45.42957
Iraq,IRQ,2008,64.57625
Iraq,IRQ,2009,68.5273
Iraq,IRQ,2010,71.3526
Iraq,IRQ,2011,63.0192
Iraq,IRQ,2012,63.41345
Iraq,IRQ,2013,70.72655
Iraq,IRQ,2014,75.30834
Iraq,IRQ,2015,73.01097
Iraq,IRQ,2016,98.95578
Iraq,IRQ,2017,114.268555
Iraq,IRQ,2018,146.00447
Iraq,IRQ,2019,194.92345
Iraq,IRQ,2020,184.86945
Iraq,IRQ,2021,170.94403
Ireland,IRL,1965,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
Ireland,IRL,1975,0
Ireland,IRL,1976,0
Ireland,IRL,1977,0
Ireland,IRL,1978,0
Ireland,IRL,1979,2.762375
Ireland,IRL,1980,8.06575
Ireland,IRL,1981,12.1275
Ireland,IRL,1982,17.796625
Ireland,IRL,1983,19.25
Ireland,IRL,1984,20.395374
Ireland,IRL,1985,21.00175
Ireland,IRL,1986,14.812875
Ireland,IRL,1987,14.755125
Ireland,IRL,1988,17.700375
Ireland,IRL,1989,20.072937
Ireland,IRL,1990,21.82951
Ireland,IRL,1991,22.36449
Ireland,IRL,1992,22.12026
Ireland,IRL,1993,25.13243
Ireland,IRL,1994,25.56274
Ireland,IRL,1995,27.20257
Ireland,IRL,1996,30.90091
Ireland,IRL,1997,32.29651
Ireland,IRL,1998,32.65704
Ireland,IRL,1999,34.92489
Ireland,IRL,2000,40.04209
Ireland,IRL,2001,41.76333
Ireland,IRL,2002,42.86818
Ireland,IRL,2003,42.55417
Ireland,IRL,2004,42.48439
Ireland,IRL,2005,40.43751
Ireland,IRL,2006,45.90361
Ireland,IRL,2007,49.83455
Ireland,IRL,2008,52.20707
Ireland,IRL,2009,49.55543
Ireland,IRL,2010,54.67263
Ireland,IRL,2011,48.09005
Ireland,IRL,2012,46.903378
Ireland,IRL,2013,44.67215
Ireland,IRL,2014,43.282696
Ireland,IRL,2015,43.76369
Ireland,IRL,2016,49.20653
Ireland,IRL,2017,50.18881
Ireland,IRL,2018,52.105392
Ireland,IRL,2019,53.158848
Ireland,IRL,2020,53.08083
Ireland,IRL,2021,50.89887
Israel,ISR,1965,0.7363995
Israel,ISR,1966,0.9546622
Israel,ISR,1967,1.0690808
Israel,ISR,1968,1.3719373
Israel,ISR,1969,1.4101672
Israel,ISR,1970,1.2886992
Israel,ISR,1971,1.2062744
Israel,ISR,1972,1.1924467
Israel,ISR,1973,0.51759446
Israel,ISR,1974,0.6325553
Israel,ISR,1975,0.5780572
Israel,ISR,1976,0.5569089
Israel,ISR,1977,0.5533842
Israel,ISR,1978,0.5444367
Israel,ISR,1979,0.3877214
Israel,ISR,1980,0.018444445
Israel,ISR,1981,0.019527778
Israel,ISR,1982,0.4346275
Israel,ISR,1983,0.615745
Israel,ISR,1984,0.53765833
Israel,ISR,1985,0.50593585
Israel,ISR,1986,0.37931612
Israel,ISR,1987,0.43218723
Israel,ISR,1988,0.39666888
Israel,ISR,1989,0.3641328
Israel,ISR,1990,0.3150575
Israel,ISR,1991,0.26218638
Israel,ISR,1992,0.22422777
Israel,ISR,1993,0.22341417
Israel,ISR,1994,0.20633277
Israel,ISR,1995,0.24049583
Israel,ISR,1996,0.15102166
Israel,ISR,1997,0.18030389
Israel,ISR,1998,0.11333389
Israel,ISR,1999,0.10194639
Israel,ISR,2000,0.09164333
Israel,ISR,2001,0.09598139
Israel,ISR,2002,0.08567833
Israel,ISR,2003,0.07781528
Israel,ISR,2004,11.39425
Israel,ISR,2005,15703
Israel,ISR,2006,21.92675
Israel,ISR,2007,26.2355
Israel,ISR,2008,36.09775
Israel,ISR,2009,40.0235
Israel,ISR,2010,51.1305
Israel,ISR,2011,47492
Israel,ISR,2012,24.41625
Israel,ISR,2013,66.35475
Israel,ISR,2014,72.48275
Israel,ISR,2015,80.52575
Israel,ISR,2016,92.4945
Israel,ISR,2017,98.93848
Israel,ISR,2018,105.22925
Israel,ISR,2019,107.71875
Israel,ISR,2020,112985
Israel,ISR,2021,116.59476
Italy,ITA,1965,73747
Italy,ITA,1966,80.52125
Italy,ITA,1967,87.95325
Italy,ITA,1968,103.2935
Italy,ITA,1969,113.41175
Italy,ITA,1970,122352
Italy,ITA,1971,126.3975
Italy,ITA,1972,144.94624
Italy,ITA,1973,162.83325
Italy,ITA,1974,183.13525
Italy,ITA,1975,211.03175
Italy,ITA,1976,255.52075
Italy,ITA,1977,260.9535
Italy,ITA,1978,257.09375
Italy,ITA,1979,264134
Italy,ITA,1980,262.16376
Italy,ITA,1981,254.19875
Italy,ITA,1982,253.31274
Italy,ITA,1983,260.48724
Italy,ITA,1984,306.87524
Italy,ITA,1985,311.90076
Italy,ITA,1986,329.7765
Italy,ITA,1987,365805
Italy,ITA,1988,396.8485
Italy,ITA,1989,429.2785
Italy,ITA,1990,454.26025
Italy,ITA,1991,482582
Italy,ITA,1992,478.1345
Italy,ITA,1993,487.87524
Italy,ITA,1994,471.44324
Italy,ITA,1995,519.3057
Italy,ITA,1996,535.7568
Italy,ITA,1997,556.2978
Italy,ITA,1998,598945
Italy,ITA,1999,651.00085
Italy,ITA,2000,678785
Italy,ITA,2001,680.64575
Italy,ITA,2002,676.0286
Italy,ITA,2003,745.3318
Italy,ITA,2004,773.4183
Italy,ITA,2005,827.6955
Italy,ITA,2006,810.58777
Italy,ITA,2007,814.5613
Italy,ITA,2008,808.51514
Italy,ITA,2009,743.1756
Italy,ITA,2010,791499
Italy,ITA,2011,742.1607
Italy,ITA,2012,713.56586
Italy,ITA,2013,667.4043
Italy,ITA,2014,589.71594
Italy,ITA,2015,643.1542
Italy,ITA,2016,675.4584
Italy,ITA,2017,715.78796
Italy,ITA,2018,692.1408
Italy,ITA,2019,707.9061
Italy,ITA,2020,676.2516
Italy,ITA,2021,725.0259
Japan,JPN,1965,18.2615
Japan,JPN,1966,18.73975
Japan,JPN,1967,19386
Japan,JPN,1968,21095
Japan,JPN,1969,23.325546
Japan,JPN,1970,35.721493
Japan,JPN,1971,38.301758
Japan,JPN,1972,38.31681
Japan,JPN,1973,53.32014
Japan,JPN,1974,72.872955
Japan,JPN,1975,87.283585
Japan,JPN,1976,104.6348
Japan,JPN,1977,127.78507
Japan,JPN,1978,179.3443
Japan,JPN,1979,212.7888
Japan,JPN,1980,251.80939
Japan,JPN,1981,252.3105
Japan,JPN,1982,258.38333
Japan,JPN,1983,278.06335
Japan,JPN,1984,373.98093
Japan,JPN,1985,400.5977
Japan,JPN,1986,407.6181
Japan,JPN,1987,418.04547
Japan,JPN,1988,443.39005
Japan,JPN,1989,460.5596
Japan,JPN,1990,503.1589
Japan,JPN,1991,532.0146
Japan,JPN,1992,553.1084
Japan,JPN,1993,556.93866
Japan,JPN,1994,595.61475
Japan,JPN,1995,606.1759
Japan,JPN,1996,646.7724
Japan,JPN,1997,671.34784
Japan,JPN,1998,691.6388
Japan,JPN,1999,726.41864
Japan,JPN,2000,756.65015
Japan,JPN,2001,777.2839
Japan,JPN,2002,760.4604
Japan,JPN,2003,834.98224
Japan,JPN,2004,806.0405
Japan,JPN,2005,827.2797
Japan,JPN,2006,885.50336
Japan,JPN,2007,953.90063
Japan,JPN,2008,990.99493
Japan,JPN,2009,924.7803
Japan,JPN,2010,999.3672
Japan,JPN,2011,1120.2524
Japan,JPN,2012,1232.1508
Japan,JPN,2013,1235.3689
Japan,JPN,2014,1247.5212
Japan,JPN,2015,1187.1765
Japan,JPN,2016,1164.1744
Japan,JPN,2017,1169.8649
Japan,JPN,2018,1157.0815
Japan,JPN,2019,1081.2328
Japan,JPN,2020,1041275
Japan,JPN,2021,1036.2242
Kazakhstan,KAZ,1985,90.23375
Kazakhstan,KAZ,1986,109256
Kazakhstan,KAZ,1987,114.1335
Kazakhstan,KAZ,1988,119011
Kazakhstan,KAZ,1989,122913
Kazakhstan,KAZ,1990,131.00964
Kazakhstan,KAZ,1991,137.5455
Kazakhstan,KAZ,1992,141.4475
Kazakhstan,KAZ,1993,135.5945
Kazakhstan,KAZ,1994,98.5255
Kazakhstan,KAZ,1995,113158
Kazakhstan,KAZ,1996,94.6235
Kazakhstan,KAZ,1997,74.27457
Kazakhstan,KAZ,1998,73.63074
Kazakhstan,KAZ,1999,83.36623
Kazakhstan,KAZ,2000,47.7995
Kazakhstan,KAZ,2001,40.93198
Kazakhstan,KAZ,2002,41.078304
Kazakhstan,KAZ,2003,46.833755
Kazakhstan,KAZ,2004,52.354424
Kazakhstan,KAZ,2005,60.58933
Kazakhstan,KAZ,2006,66.522194
Kazakhstan,KAZ,2007,81.16604
Kazakhstan,KAZ,2008,85.557655
Kazakhstan,KAZ,2009,80.93389
